College Name,Location,Branch 1,Fees 1,Branch 2,Fees 2,Link
Swami Vivekananda University - [SVU],"Kolkata, West Bengal",B.Tech Mechanical Engineering,"₹ 95,000",B.Tech Computer Science Engineering,"₹ 1,15,000",https://collegedunia.com/university/60727-swami-vivekananda-university-svu-kolkata/courses-fees?course_id=2094
Radhakrishna Institute of Engineering and Technology - [RITE],"Khorda, Odisha",B.Tech Civil Engineering,"₹ 83,500",B.Tech Electrical Engineering,"₹ 83,500",https://collegedunia.com/college/14685-radhakrishna-institute-of-engineering-and-technology-rite-khorda/courses-fees?course_id=1938
Bhubaneswar College of Engineering - [BCE],"Khorda, Odisha",B.Tech Computer Science,"₹ 68,000",B.Tech Civil Engineering,"₹ 68,000",https://collegedunia.com/college/28452-bhubaneswar-college-of-engineering-bce-khorda/courses-fees?course_id=2050
Calcutta Institute of Technology - [CIT],"Howrah, West Bengal",B.Tech Mechanical Engineering,"₹ 95,000",B.Tech Civil Engineering,"₹ 95,000",https://collegedunia.com/college/13152-calcutta-institute-of-technology-cit-howrah/courses-fees?course_id=2094
Indus College of Engineering,"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 2,82,000",B.Tech Mechanical Engineering,"₹ 2,82,000",https://collegedunia.com/college/13810-indus-college-of-engineering-bhubaneswar/courses-fees?course_id=2049
Hemnalini Memorial College of Engineering - [HMCE] Kalyani,"Haringhat, West Bengal",B.Tech Civil Engineering,"₹ 50,000",B.Tech Food Technology,"₹ 50,000",https://collegedunia.com/college/57956-hemnalini-memorial-college-of-engineering-hmce-kalyani-haringhat/courses-fees?course_id=1938
Shri Balwant Institute of Technology - [SBIT],"Sonepat, Haryana",B.Tech Computer Science Engineering,"₹ 1,43,000",B.Tech Information Technology,"₹ 1,43,000",https://collegedunia.com/college/15073-shri-balwant-institute-of-technology-sbit-sonepat/courses-fees?course_id=2049
Temple City Institute of Technology & Engineering - [TITE],"Khorda, Odisha",B.Tech Mechanical Engineering,"₹ 54,000",B.Tech Computer Science Engineering,"₹ 54,000",https://collegedunia.com/college/15448-temple-city-institute-of-technology-and-engineering-tite-khorda/courses-fees?course_id=2094
Regent Education and Research Foundation - [RERF],"Kolkata, West Bengal",B.Tech Electrical Engineering,"₹ 1,02,200",B.Tech Mechanical Engineering,"₹ 1,02,200",https://collegedunia.com/college/28730-regent-education-and-research-foundation-rerf-kolkata/courses-fees?course_id=2052
Durgapur Institute of Advanced Technology & Management - [DIATM],"Durgapur, West Bengal",B.Tech Electrical Engineering,"₹ 70,000",B.Tech Computer Science Engineering,"₹ 1,49,000",https://collegedunia.com/college/13418-durgapur-institute-of-advanced-technology-and-management-diatm-durgapur/courses-fees?course_id=2052
Gandhi Institute of Excellent Technocrats - [GIET],"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 2,48,000",B.Tech Civil Engineering,"₹ 2,48,000",https://collegedunia.com/college/57817-gandhi-institute-of-excellent-technocrats-giet-bhubaneswar/courses-fees?course_id=2049
Vikash Institute of Technology,"Bargarh, Odisha",B.Tech Computer Science Engineering,"₹ 59,000",B.Tech Electrical and Electronic...,"₹ 59,000",https://collegedunia.com/college/57822-vikash-institute-of-technology-bargarh/courses-fees?course_id=2049
Seacom Skills University - [SSU],"Birbhum, West Bengal",B.Tech Computer Science Engineering,"₹ 82,000",,,https://collegedunia.com/university/58101-seacom-skills-university-ssu-birbhum/courses-fees?course_id=2049
Gopal Krishna College of Engineering & Technology,"Koraput, Odisha",B.Tech Electrical Engineering,"₹ 58,000",B.Tech Civil Engineering,"₹ 58,000",https://collegedunia.com/college/56809-gopal-krishna-college-of-engineering-and-technology-koraput/courses-fees?course_id=2052
Modern Engineering and Management Studies - [MEMS],"Baleswar, Odisha",B.Tech Mechanical Engineering,"₹ 73,000",B.Tech Computer Science Engineering,"₹ 73,000",https://collegedunia.com/college/14348-modern-engineering-and-management-studies-mems-baleswar/courses-fees?course_id=2094
JLD Engineering and Management College - [JEMC],"Baruipur, West Bengal",B.Tech Computer Science Engineering,"₹ 87,000",,,https://collegedunia.com/college/57959-jld-engineering-and-management-college-jemc-baruipur/courses-fees?course_id=2049
Black Diamond College of Engineering & Technology - [BDCET],"Jharsuguda, Odisha",B.Tech Computer Science Engineering,,B.Tech Mechanical Engineering,N/A,https://collegedunia.com/college/13096-black-diamond-college-of-engineering-and-technology-bdcet-jharsuguda/courses-fees?course_id=2049
Bhubaneswar Institute of Technology - [BIT],"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 55,000",,,https://collegedunia.com/college/28455-bhubaneswar-institute-of-technology-bit-bhubaneswar/courses-fees?course_id=2049
Mahavir Institute of Engineering and Technology,"Bhubaneswar, Odisha",B.Tech Biomedical Engineering,"₹ 68,000",B.Tech Computer Science Engineering,"₹ 68,000",https://collegedunia.com/college/45295-mahavir-institute-of-engineering-and-technology-bhubaneswar/courses-fees?course_id=2035
Konark Institute of Science and Technology - [KIST],"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 2,72,000",B.Tech Civil Engineering,"₹ 2,72,000",https://collegedunia.com/college/14021-konark-institute-of-science-and-technology-kist-bhubaneswar/courses-fees?course_id=2049
IMPS College of Engineering and Technology - [IMPS],"Malda, West Bengal",B.Tech Computer Science Engineering,"₹ 1,10,000",B.Tech Electrical Engineering,"₹ 1,10,000",https://collegedunia.com/college/13757-imps-college-of-engineering-and-technology-imps-malda/courses-fees?course_id=2049
JIS University,"Kolkata, West Bengal",B.Tech Computer Science Engineering,"₹ 1,87,000",,,https://collegedunia.com/university/57400-jis-university-kolkata/courses-fees?course_id=2049
Sundargarh Engineering College - [SEC],"Sundergarh, Odisha",B.Tech Electrical Engineering,"₹ 45,000",B.Tech Mechanical Engineering,"₹ 45,000",https://collegedunia.com/college/15357-sundargarh-engineering-college-sec-sundergarh/courses-fees?course_id=2052
Modern Institute of Technology and Management - [MITM],"Bhubaneswar, Odisha",B.Tech Civil Engineering,"₹ 2,12,000",B.Tech Computer Science Engineering,"₹ 2,12,000",https://collegedunia.com/college/57808-modern-institute-of-technology-and-management-mitm-bhubaneswar/courses-fees?course_id=1938
Srinix College of Engineering - [SEC],"Baleswar, Odisha",B.Tech Computer Science Engineering,"₹ 45,000",B.Tech Electrical Engineering,"₹ 45,000",https://collegedunia.com/college/15304-srinix-college-of-engineering-sec-baleswar/courses-fees?course_id=2049
Gandhi Institute of Technology and Management - [GITAM],"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 2,24,000",B.Tech Electrical and Electronic...,"₹ 2,24,000",https://collegedunia.com/college/13533-gandhi-institute-of-technology-and-management-gitam-bhubaneswar/courses-fees?course_id=2049
Gandhi Academy of Technology and Engineering - [GATE],"Berhampur, Odisha",B.Tech Computer Science Engineering,"₹ 2,40,000",B.Tech Electronics & Communicati...,,https://collegedunia.com/college/28633-gandhi-academy-of-technology-and-engineering-gate-berhampur/courses-fees?course_id=2049
Pailan College of Management and Technology - [PCMT],"Kolkata, West Bengal",B.Tech Computer Science Engineering,"₹ 1,46,000",,,https://collegedunia.com/college/24330-pailan-college-of-management-and-technology-pcmt-kolkata/courses-fees?course_id=2049
Roland Institute of Technology - [RIT],"Berhampur, Odisha",B.Tech Computer Science Engineering,"₹ 2,20,000",B.Tech Mechanical Engineering,"₹ 2,20,000",https://collegedunia.com/college/14787-roland-institute-of-technology-rit-berhampur/courses-fees?course_id=2049
Vignan Institute of Technology And Management,"Berhampur, Odisha",B.Tech Civil Engineering,"₹ 58,000",B.Tech Electrical and Electronic...,"₹ 58,000",https://collegedunia.com/college/19174-vignan-institute-of-technology-and-management-berhampur/courses-fees?course_id=1938
OmDayal Group of Institutions - [OGI],"Kolkata, West Bengal",B.Tech Mechanical Engineering,"₹ 1,22,500",B.Tech Computer Science Engineering,"₹ 1,22,500",https://collegedunia.com/college/5643-omdayal-group-of-institutions-ogi-kolkata/courses-fees?course_id=2094
KMBB College of Engineering and Technology - [KMBB],"Khorda, Odisha",B.Tech Electronics & Communicati...,"₹ 1,20,000",B.Tech Civil Engineering,"₹ 1,20,000",https://collegedunia.com/college/13931-kmbb-college-of-engineering-and-technology-kmbb-khorda/courses-fees?course_id=2055
Adarsha College of Engineering - [ACE],"Angul, Odisha",B.Tech Electrical Engineering,"₹ 3,74,000",B.Tech Computer Science Engineering,"₹ 3,74,000",https://collegedunia.com/college/12723-adarsha-college-of-engineering-ace-angul/courses-fees?course_id=2052
Bengal Institute of Technology - [BIT],"Kolkata, West Bengal",B.Tech Electronics & Communicati...,"₹ 95,700",B.Tech Computer Science Engineering,"₹ 95,700",https://collegedunia.com/college/13016-bengal-institute-of-technology-bit-kolkata/courses-fees?course_id=2055
Raajdhani Engineering College - [REC],"Bhubaneswar, Odisha",B.Tech Artificial Intelligence a...,"₹ 72,000",B.Tech Computer Science Engineering,"₹ 72,000",https://collegedunia.com/college/57809-raajdhani-engineering-college-rec-bhubaneswar/courses-fees?course_id=15865
Dream Institute of Technology,"Kolkata, West Bengal",B.Tech Civil Engineering,"₹ 1,39,000",B.Tech Electrical Engineering,"₹ 1,39,000",https://collegedunia.com/college/13412-dream-institute-of-technology-kolkata/courses-fees?course_id=1938
Kalam Institute of Technology - [KIT],"Ganjam, Odisha",B.Tech Computer Science Engineering,"₹ 2,12,000",B.Tech Electrical and Electronic...,"₹ 2,12,000",https://collegedunia.com/college/13959-kalam-institute-of-technology-kit-ganjam/courses-fees?course_id=2049
Camellia Institute of Technology - [CIT],"Kolkata, West Bengal",B.Tech Information Technology,"₹ 1,22,500",B.Tech Computer Science Engineering,"₹ 1,42,500",https://collegedunia.com/college/13157-camellia-institute-of-technology-cit-kolkata/courses-fees?course_id=5122
Nalanda Institute of Technology - [NIT],"Bhubaneswar, Odisha",B.Tech Mechanical Engineering,"₹ 90,000",B.Tech Computer Science Engineering,"₹ 1,20,000",https://collegedunia.com/college/14415-nalanda-institute-of-technology-nit-bhubaneswar/courses-fees?course_id=2094
Sanjay Memorial Institute of Technology - [SMIT],"Berhampur, Odisha",B.Tech Computer Science Engineering,"₹ 55,000",B.Tech Civil Engineering,"₹ 55,000",https://collegedunia.com/college/14920-sanjay-memorial-institute-of-technology-smit-berhampur/courses-fees?course_id=2049
Ideal Institute of Engineering - [IIE],"Nadia, West Bengal",B.Tech Electronics & Communicati...,"₹ 95,000",B.Tech Mechanical Engineering,"₹ 95,000",https://collegedunia.com/college/13766-ideal-institute-of-engineering-iie-nadia/courses-fees?course_id=2055
College of Engineering Bhubaneswar - [COEB],"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 3,59,000",B.Tech Mechanical Engineering,"₹ 2,99,000",https://collegedunia.com/college/13241-college-of-engineering-bhubaneswar-coeb-bhubaneswar/courses-fees?course_id=2049
Nigam Institute of Engineering and Technology - [NIET],"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 40,000",,,https://collegedunia.com/college/58509-nigam-institute-of-engineering-and-technology-niet-bhubaneswar/courses-fees?course_id=2049
Elitte College of Engineering - [ECE],"Kolkata, West Bengal",B.Tech Electrical Engineering,"₹ 79,000",B.Tech Civil Engineering,"₹ 79,000",https://collegedunia.com/college/58113-elitte-college-of-engineering-ece-kolkata/courses-fees?course_id=2052
Spintronic Technology and Advance Research Centre - [STAR],"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 55,000",B.Tech Mechanical Engineering,"₹ 55,000",https://collegedunia.com/college/15180-spintronic-technology-and-advance-research-centre-star-bhubaneswar/courses-fees?course_id=2049
NSHM Knowledge Campus,"Durgapur, West Bengal",B.Tech Mechanical Engineering,"₹ 1,43,500",B.Tech Artificial Intelligence a...,"₹ 1,43,500",https://collegedunia.com/college/59319-nshm-knowledge-campus-durgapur/courses-fees?course_id=2094
Subas Institute of Technology,"Bhubaneswar, Odisha",B.Tech Computer Science Engineering,"₹ 2,64,000",,,https://collegedunia.com/college/15343-subas-institute-of-technology-bhubaneswar/courses-fees?course_id=2049
Greater Kolkata College of Engineering & Management - [GKCEM],"Baruipur, West Bengal",B.Tech Electronics & Communicati...,"₹ 1,15,694",B.Tech Computer Science Engineering,"₹ 1,15,694",https://collegedunia.com/college/13635-greater-kolkata-college-of-engineering-and-management-gkcem-baruipur/courses-fees?course_id=2055
Suddhananda Engineering and Research Centre - [SERC],"Bhubaneswar, Odisha",B.Tech Civil Engineering,"₹ 60,000",B.Tech Computer Science Engineering,,https://collegedunia.com/college/15346-suddhananda-engineering-and-research-centre-serc-bhubaneswar/courses-fees?course_id=1938
Synergy Institute of Technology - [SIT],"Bhubaneswar, Odisha",B.Tech Mechanical Engineering,"₹ 77,000",B.Tech Computer Science Engineering,"₹ 77,000",https://collegedunia.com/college/28826-synergy-institute-of-technology-sit-bhubaneswar/courses-fees?course_id=2094
NM Institute of Engineering and Technology - [NMIET],"Bhubaneswar, Odisha",B.Tech Mechanical Engineering,"₹ 55,000",B.Tech Computer Science Engineering,"₹ 65,000",https://collegedunia.com/college/14398-nm-institute-of-engineering-and-technology-nmiet-bhubaneswar/courses-fees?course_id=2094
Einstein Academy of Technology & Management - [EATM],"Bhubaneswar, Odisha",B.Tech Electronics & Communicati...,"₹ 50,000",B.Tech Computer Science Engineering,"₹ 65,000",https://collegedunia.com/college/13435-einstein-academy-of-technology-and-management-eatm-bhubaneswar/courses-fees?course_id=2055
B. M. Institute of Engineering and Technology - [BMIET],"Sonepat, Haryana",B.Tech Computer Science Engineering,"₹ 1,35,000",,,https://collegedunia.com/college/13029-b-m-institute-of-engineering-and-technology-bmiet-sonepat/courses-fees?course_id=2049
Global Institute of Management and Technology - [GIMT],"Nadia, West Bengal",B.Tech Electronics & Communicati...,"₹ 88,000",B.Tech Computer Science Engineering,"₹ 88,000",https://collegedunia.com/college/28333-global-institute-of-management-and-technology-gimt-nadia/courses-fees?course_id=2055
Institute of Chemical Technology - [ICT],"Bhubaneswar, Odisha",B.Tech + M.Tech Chemical Engine...,"₹ 1,07,233",,,https://collegedunia.com/university/62916-institute-of-chemical-technology-ict-bhubaneswar/courses-fees?course_id=2144
Vedang Institute of Technology,"Bhubaneswar, Odisha",B.Tech Electrical and Electronic...,"₹ 62,500",B.Tech Mechanical Engineering,"₹ 62,500",https://collegedunia.com/college/24583-vedang-institute-of-technology-bhubaneswar/courses-fees?course_id=2051
Padmashree Krutartha Acharya College of Engineering - [PKACE],"Bargarh, Odisha",B.Tech Computer Science Engineering,"₹ 58,500",B.Tech Mechanical Engineering,"₹ 58,500",https://collegedunia.com/college/24325-padmashree-krutartha-acharya-college-of-engineering-pkace-bargarh/courses-fees?course_id=2049
Kruttika Institute of Technical Education,"Bhubaneswar, Odisha",BE Computer Science and Engineering,N/A,,N/A,https://collegedunia.com/college/14049-kruttika-institute-of-technical-education-bhubaneswar/courses-fees?course_id=1956
Samanta Chandrasekhar Institute of Technology and Management - [SCITM],"Koraput, Odisha",B.Tech Civil Engineering,"₹ 55,000",B.Tech Computer Science Engineering,"₹ 55,000",https://collegedunia.com/college/14907-samanta-chandrasekhar-institute-of-technology-and-management-scitm-koraput/courses-fees?course_id=1938
